Município;UF;Índice de Progresso Social;ÁREA km²;PIB PER CAPITA;Necessidades Humanas Básicas;Fundamentos do Bem-estar;Oportunidades;Nutrição e Cuidados Médicos Básicos;Água e Saneamento;Moradia;Segurança Pessoal;Acesso ao Conhecimento Básico;Acesso à Informação e Comunicação;Saúde e Bem-estar;Qualidade do Meio Ambiente;Direitos Individuais;Liberdades Individuais e de Escolha;Inclusão Social;Acesso à Educação Superior;Cobertura Vacinal (Poliomielite);Hospitalizações por Condições Sensíveis à Atenção Primária;Mortalidade Ajustada por Condições Sensíveis à Atenção Primária;Mortalidade Infantil até 5 Anos;Subnutrição;Abastecimento de Água via Rede de Distribuição;Esgotamento Sanitário Adequado;Índice de Abastecimento de Água;Índice de Perdas de Água na Distribuição;Domicílios com Coleta de Resíduos Adequada;Domicílios com Iluminação Elétrica Adequada;Domicílios com Paredes Adequadas;Domicílios com Piso Adequado;Assassinatos de Jovens;Assassinatos de Mulheres;Homicídios;Mortes por Acidente de Transporte;Abandono no Ensino Fundamental;Abandono no Ensino Médio;Evasão no Ensino Médio;Distorção Idade-Série no Ensino Médio;Ideb Ensino Fundamental;Reprovação Escolar no Ensino Médio;Cobertura de Internet Móvel (4G/5G);Densidade de Internet Banda Larga Fixa;Densidade de Telefonia Móvel;Qualidade de Internet Móvel;Expectativa de Vida;Mortalidade entre 15 e 50 anos;Mortalidade por Doenças Crônicas Não Transmissíveis;Obesidade;Suicídios;Consumo de Alimentos Ultraprocessados;Áreas Verdes Urbanas;Emissões de CO?e por Habitante;Focos de Calor;Índice de Vulnerabilidade Climática dos Municípios;Supressão da Vegetação Primária e Secundária;Acesso a Programas de Direitos Humanos;Existência de Ações para Direitos de Minorias;Índice de Atendimento à Demanda de Justiça;Taxa de Congestionamento Líquido de Processos;Resposta a Processos Previdenciários;Resposta a Processos Familiares;Acesso à Cultura, Lazer e Esporte;Gravidez na Adolescência (<19 anos);Índice de Vulnerabilidade das Famílias do CadÚnico (IVCAD);Praças e Parques em Áreas Urbanas;Paridade de Gênero na Câmara Municipal;Paridade de Negros na Câmara Municipal;Violência contra Indígenas;Violência contra Mulheres;Violência contra Negros;Famílias em Situação de Rua;Empregados com Ensino Superior;Mulheres Empregadas com Ensino Superior;Nota Mediana do Enem
Mucambo;CE;59,1;192,19;9440,39;71,58;60,85;44,86;77,41;58,36;94,8;55,76;76,7;54,99;52,27;59,44;32,44;54,96;61,57;30,48;95,66;1675,79;134,43;13,53;3,88;76,25;10,21;58,88;35,01;75,68;97,95;95,5;98,93;75,5;5,68;24,88;24,88;0,2;5,67;15,37;17,82;6,77;0,97;90,82;6,72;64,4;73,59;68,91;2,28;438,83;17,83;16,1;58,68;1,58;4,31;11,71;48,91;9,47;6;5;107;57;737,26;587,91;3;13,61;0,27;3,21;0,67;0;0;286,97;153,85;4,54;39,3;53,06;482,92
Mucugê;BA;52,46;2462,15;61707,28;73,73;53,7;29,96;72,61;66,43;81,61;74,27;69,79;32,15;63,65;49,19;5,07;50,84;50,11;13,83;76,96;1503,98;118,02;20,24;3,69;46,23;33,21;99,35;22,78;55,71;94,3;55,33;97,94;36,25;0;9,89;18,13;1,08;7,88;4,9;39,92;4,71;6,5;32,03;3,71;44,58;56,88;72,2;1,92;307,96;14,41;12,36;73,89;3,48;36,84;2,47;53,09;35,27;1;0;99;83;3801,47;1220,47;6;17,09;0,32;1,07;0,22;0;69,44;192,12;213,09;0;19,99;23,03;473,49
Mucuri;BA;53,63;1787,63;55717,32;61,45;56,82;42,62;74,51;54,61;86,6;30,07;60,5;59,29;53,21;54,27;8,03;50,14;65,96;46,35;82,6;843,39;144,74;12,19;4,3;50,85;27,95;56,24;17,63;86,77;80,48;72,51;99,26;155,11;11,48;57,41;23,17;1,3;11,17;16,23;37,37;4,14;6,38;76,65;9,01;74,22;92,72;73,05;2,99;346,73;27,11;4,74;89,55;4,74;16,62;2,37;53,05;19,21;1;0;91;80,33;1219,39;1006,26;3;18,93;0,29;1,14;0,15;0,97;0;78,24;79,37;8,65;64,25;70,03;553,9
Mulungu;CE;56,52;97,95;11344,01;62,68;62,88;44,01;83,08;43,36;84,4;39,9;80,09;52,36;55,76;63,31;28,55;49,11;66,97;31,41;85,12;963,36;66,28;13,87;2,34;43,03;38,96;28,5;26,29;19,76;96,32;89,33;96;146,32;4,71;47,31;7,57;0,48;0,57;5,98;20,05;5,24;1,03;85,73;0,45;45,1;91,17;70,56;2,98;325,61;17,35;4,73;82,5;0,01;1,56;0,95;47,22;2,53;10;0;101;65;1105,01;706,14;2;16,92;0,29;0,27;0;0,48;0;79,14;47,08;2,35;38,52;53,57;484,64
Mulungu do Morro;BA;56,31;646,62;15739,9;70,6;59,57;38,77;72,32;57,95;88,23;63,91;68,4;49,43;61;59,48;28,67;44,5;70,89;11,01;90,96;1918,8;154,35;20,15;4,07;53,67;31,76;66,84;26,35;47,68;92,98;91,06;97,51;46,35;5,05;21,29;10,64;2,5;3,72;7,67;32,47;4,04;6,35;60,22;2,71;52,18;94,36;70,18;2,22;431,85;10,12;9,5;39,02;0,72;4,67;4,56;44,14;29;8;4;117;76;3451,4;900,01;3;20,18;0,34;0,56;0;0;0;18,95;71,63;0;5,62;5,46;490,15
Mundo Novo;BA;55,69;1491,99;11522,5;68,12;55,63;43,33;73,96;66,09;84,49;47,95;67,45;50,58;53,63;50,85;30,31;50,89;68,53;23,6;79,53;870,66;144,74;12,97;4,11;70,09;41,46;67,98;23,39;78,09;92,02;60,81;95,93;89,59;11,39;30,06;15,02;0,3;9,75;9,2;40,32;4,65;5,33;56,86;6,45;58,55;92,25;72,43;2,94;396,15;16,62;19,65;62,75;2,32;19,85;2,89;49,61;49,99;8;5;98;75;1954,17;1575,01;4;20,76;0,3;4,72;0,55;0,22;0;86,58;66,27;0,29;25,06;33,33;521,48
Muniz Ferreira;BA;54,06;104,54;9041,75;65,59;55,05;41,55;68,85;56,19;89,41;47,91;73,47;38,97;53,64;54,1;10,19;53,69;77,57;24,76;78,55;904,12;141,89;27,88;4,12;57,87;34,58;51,31;19,63;61,15;90,47;89,1;98,81;142,45;0;41,66;13,91;1,62;2,63;4,28;31,3;4,24;3,52;94,42;7,43;23,3;39,63;70,64;2,61;374,82;23,77;9,27;62,3;0,34;5,82;0;52,09;35,63;1;1;89,25;70,25;1964,92;841,56;3;9,51;0,29;0,27;0,22;0,89;0;9,13;32,52;0;38,25;50,97;472,49
Muquém do São Francisco;BA;51,05;3852,11;19620,7;67,84;46,55;38,76;73,43;49,92;84,07;63,92;62,09;27,22;59,8;37,08;9,63;47,11;65,55;32,76;97,63;663,36;129,49;21,06;5,42;67,27;13,94;34,71;25,65;48,67;94,74;73,71;95,5;29,86;0;28,73;67,03;3,05;8,23;11,9;44,02;4,17;4,08;46,18;0,32;26,09;43,68;70,63;2,41;295,61;16,77;7,18;76,22;1,8;63,46;114,91;60,87;31,78;2;0;154,5;79;1468,35;1214,78;4;19,67;0,33;0,54;0,67;0,78;57,47;50,61;14,87;1,21;39,5;54,41;492,65
Muritiba;BA;56,3;86,31;9248,27;69,89;60;39,02;70,89;79,36;86,86;42,44;63,64;56,26;58,71;61,39;4,28;53,27;72,39;26,12;80,15;489,11;184,45;17,9;4,01;83,15;49,08;88,01;16,54;65,81;93,53;81,13;93,17;132,07;4,35;41,1;11,32;1,85;8,32;7,58;43,82;3,73;7,83;100;7,43;38,78;90,14;72,74;2,86;420,19;13,38;5,57;66,49;1,7;1,49;0;49,83;17,83;1;0;33,33;90;2125,63;1631,2;4;13,58;0,29;1,19;0,36;0,71;0;27,43;61,54;1,04;28,46;36,84;523,62
Mutuípe;BA;58,1;275,85;23036,25;64,07;57,1;53,14;71,45;54,1;85,75;44,97;60,59;59,74;50,58;57,47;30,02;50,68;74,81;57,04;87,63;1338,68;189,76;13,63;4,55;46,94;66,1;49,34;34,27;46,92;85,95;88,91;97,35;95,76;4,81;34,94;20,96;1,17;9,63;11,98;43,87;3,97;11,77;67,61;11,67;85,99;89,94;70,08;2,88;423,23;21,63;4,99;83,79;3,51;5,39;0;49,51;34,44;12;0;144;83;1190,83;1179,82;3;16,43;0,29;0,14;0,55;0;0;28,83;23,63;2,42;81,5;122,02;490,14
Nazaré;BA;58,61;278,63;11730,01;71,51;58,9;45,43;67,07;76,99;86,02;55,96;63,09;64,96;52,65;54,92;14,26;54,75;81,52;31,19;72,58;1022,13;215,28;17,31;4;74,37;72,36;82,21;22,98;81,8;73,68;83,64;97,4;75,48;2,38;24,4;9,61;2,52;7,8;9,72;46,03;4,11;5,87;93,04;9,6;80,57;94,24;71,64;2,7;465,62;21,72;5,17;74,36;3,72;4,61;0;54,67;38,99;4;0;89,25;70,25;1964,92;841,56;7;15,56;0,29;0,64;0,18;0,82;0;7,13;7,19;3,47;36,84;49,07;514,72
Nazaré da Mata;PE;61,61;130,57;21568,56;68,83;65,95;50,06;74,5;80,21;91,52;29,08;79,67;66,04;52,67;65,41;46,64;54,38;67,59;31,62;81,53;1208,48;170,2;11,53;3,45;79,29;78,79;95,4;43,24;75,57;90,73;90,1;98,53;161,57;6,15;57,43;13,05;0,33;0,05;3,78;17,28;4,58;4,05;99,94;11,56;74,97;94,39;72,31;3,52;475,24;8,06;6,53;100;7,56;1,93;0,65;48,92;8,3;12;8;80;55,4;2265,59;1018,06;5;16,07;0,28;2,15;0;0,58;0;78,73;36,44;3,69;35,6;45,36;557,58
Nilo Peçanha;BA;53,62;388,94;15087,36;56,14;55,79;48,92;72,25;46,68;69,45;36,16;64,22;45,54;57,47;55,93;39,87;45,74;79,08;30,97;76,82;646,26;157,26;16,66;3,86;43,75;57,44;24,97;19,27;57,75;65,96;56,01;84,1;120,12;4,18;56,42;6,22;3,53;8,25;7,4;37,07;3,87;5,12;58,11;3,25;35,89;93,53;70,72;2,53;390,96;17,11;4,97;66,65;2,88;8,58;3,32;50,56;25,79;8;10;112;81,5;2368,94;1346,71;4;21,28;0,33;0,47;0,44;0,88;0;20,91;8,66;1,16;36,83;54,7;482,2
Nordestina;BA;52,77;465,41;8309,61;67,79;55,15;35,38;80,99;49,27;75,85;65,06;55,73;48,45;61,47;54,94;19,06;46,56;63,83;12,08;92,77;1080,26;120,5;11,41;2,98;47,7;3,7;61,85;29,73;18,11;81,82;67,11;97,35;22,02;3,61;18,48;5,4;4,07;10,63;15,02;41,87;3,74;8,87;79,67;0,02;35,76;89,38;69,58;1,7;343,76;15,26;6,75;76,7;3,14;3,5;4,32;48,23;72,01;8;0;87;81;2593,38;1743,73;4;18,86;0,34;0,92;0;0,62;0;80,22;168,07;0,6;12,64;14,1;505,19
Nova Canaã;BA;51,17;804,62;12506,96;69,4;50,88;33,24;70,1;52,19;86,85;68,45;57,11;33,73;59,82;52,87;18,43;48,45;50,88;15,21;98,29;4484;119,65;25,57;4,47;50,91;55,99;42,59;31,95;57,55;91,69;85,65;94,56;20,95;3,67;10,21;11,67;5,93;8,6;7,73;51,68;3,56;7,23;48,3;2,1;27,4;64,2;72,35;2,01;344,47;23,24;7,29;72,46;0,25;14,38;6,56;52,12;16,75;8;0;133,5;79;5327,51;2381,57;6;22,78;0,31;0,3;0,22;0,6;37,88;378,8;118,27;2,59;15,52;19,32;483,96
Nova Fátima;BA;57,27;346,78;11603,7;74,84;60,4;36,57;78,95;88,25;95,73;36,41;68,85;63,22;53,13;56,42;10,21;52,28;63,39;20,42;95,91;807,39;98,64;10,38;5,08;92,27;73,15;95,64;19,21;82,4;97,39;95,03;99,71;202,49;0;50,21;30,12;4,85;5,27;4,05;29,38;4,09;2,5;78,63;8,84;90,9;93,07;69,26;3;325;21,22;6,28;66,53;1,54;6,39;1,26;50,77;23,03;3;0;148;64;3769,5;1513,58;2;15;0,27;1,61;0,22;0,98;0;275,12;61,22;1,45;23,8;30,88;490,21
Nova Ibiá;BA;55,99;203,2;15284,77;72,92;54,25;40,8;75,69;54,37;89,59;72,02;59,74;49,14;53,92;54,22;10,26;44,88;85,97;22,1;97,03;649,44;137,42;12,96;5,37;52,31;57,5;41,89;22,62;55,81;94,07;95,44;94,86;50,05;0;15,38;11,54;5,15;11,93;7,7;44,97;4,06;4,17;79,14;0,19;32,08;95,36;67,86;2,27;264,55;21,67;10,25;93,75;7,02;21,25;0;52,07;29,41;1;0;156;47,67;1788,86;1058,36;2;25,83;0,3;0,67;0,22;0,79;0;0;34,48;0;30,82;43,85;468,56
Nova Itarana;BA;60,19;475,38;9160,19;74,12;58,03;48,42;74,92;63,97;92,6;64,99;70,25;51,2;57,5;53,17;44,21;47,21;79,21;23,07;88,83;731,68;143,34;15;4,4;78,36;6,03;75,73;33,65;79,92;93,14;91,49;97,37;39,16;6,5;15,42;35,99;2,67;5,73;5,05;34,82;4,24;1,6;88,56;1,67;37,99;88,31;68,73;2,86;348,48;13,93;3,21;53,33;0,83;7,31;12,85;52,15;33,91;14;8;99,5;84,5;3180,12;1900,63;2;21,66;0,29;0,14;0,67;0,96;0;13;26,71;0;34,71;41,47;461,76
Nova Olinda;CE;59,07;282,58;10311,63;70,14;62,38;44,68;75,94;66,09;90,94;47,61;83,39;57,5;51,49;57,16;13,9;53,86;76,09;34,88;81,1;1015,14;128,22;18,3;2,9;72,22;78,67;56,38;39,88;65,37;97,49;90,07;95,97;58,82;4,22;41,56;25,98;0,1;1,82;6,43;12,13;6,16;0,77;94,96;0,13;57,69;93,2;71,72;3,05;434,18;14,32;14,61;89;1,01;5,61;5,2;48,7;25,12;3;0;81;69;1715,74;504,75;6;16,2;0,28;0,58;0,73;0,84;0;15,2;73,24;0,39;44,95;58,89;500,85
Nova Redenção;BA;52,49;565,36;9879,2;67;56,61;33,86;70,3;67,82;90,27;39,62;67,08;52,27;49,57;57,54;23,04;45,82;55,1;11,49;84,58;309,11;143,26;25,64;4,69;83,46;2,44;76,6;20,5;64,58;95,16;86,95;97,96;54,91;17,77;36,48;23,22;1,8;5,25;6,22;37,05;4,08;10,95;80,87;0,1;50,27;91,48;68,36;3,07;348,53;14,45;13,27;100;5,83;6,82;0;45,39;58,63;5;5;99;83;3801,47;1220,47;1;20,44;0,31;0,58;0,22;0;416,67;42,64;51,55;0,62;14,07;14,67;493,46
Nova Russas;CE;61,77;736,91;10601,29;80,08;62,8;42,42;80,05;75,05;96,07;69,16;77,51;63,13;48,36;62,19;35,68;54,77;50,75;28,47;98,26;1562,45;135,37;11,07;3,35;85,54;15,58;96,78;31,05;83,02;98,61;95,54;99,23;18,16;2,14;8,47;25,41;0,58;1,65;8,27;27,68;5,6;1,58;96,79;15,66;61,08;92,03;70,25;2,57;462,51;25,08;10,42;80,65;1,83;2,05;9,45;45,4;21,01;11;0;90;67;263,03;287,83;6;16,67;0,28;2,06;0,92;0,75;107,53;274,99;309,14;1,76;37,89;47,55;495,03
Nova Soure;BA;51,31;966,99;10990,39;62,28;55,06;36,6;69,55;53,45;87,79;38,32;63,17;50,37;52,43;54,28;20,92;45,65;66,8;13,02;77,67;634,28;90,79;29,59;4,91;64,88;3,56;51,49;21,57;55,76;94;83,09;97,66;128,62;5,48;51,16;21,46;2,23;8,15;7,7;44,08;3,87;8,9;77,79;0,12;49,68;87,25;67,71;3,21;256,52;19,41;9,9;62,51;3,29;9,15;1,65;50,21;44,02;8;0;64;83;1156,68;1435,63;2;21,95;0,31;1,3;0,18;0,79;0;80,5;82,46;1,05;8,1;9,14;505,53
Nova Viçosa;BA;55,07;1316,38;13963,97;62,78;57,84;44,58;66,71;66,54;91,13;26,76;62,52;61,23;51,5;56,12;22,87;45,19;84;26,25;62,14;776,9;157,31;17,77;4,68;62,96;49,59;74,72;25,97;90,95;87,57;83,03;98,52;135,25;13,67;62,26;26,32;1,68;11,95;12,02;36,17;4,27;6,6;91,73;6,51;74,35;89,55;71,77;3,28;367,76;23,61;5,57;80,17;4,55;5,66;3,29;54,98;23,23;9;1;60;91;1880,31;1728;3;21,49;0,33;1,04;0,31;0,82;0;3,73;7,11;4,92;33,16;42,17;493,34
Novo Horizonte;BA;58,35;627,5;9165,86;77,83;56,62;40,61;75,29;77,81;83,56;74,65;76,6;39,51;55,76;54,61;13,02;50,03;87,04;12,34;90,43;1342,22;109,63;16,09;4,75;98,16;2,82;85,64;9,55;30,51;90,12;82,65;98,27;29,43;0;8,96;17,92;0,83;6,67;8,62;18,58;5,82;1,63;42,19;0,54;35,82;87,62;70,42;2,26;399,56;14,28;20,16;60,43;0,13;10,37;0,9;51,16;17,03;2;0;128;60,5;697,13;988,51;3;10,75;0,33;0,94;0,22;0,68;0;0;22,18;0;7,58;8,85;503,73
Novo Oriente;CE;60,74;947,44;9821,72;75,12;63,6;43,48;78,64;65,2;91,29;65,36;86,74;57,54;54,31;55,83;35,95;52,86;60,46;24,64;96,67;1516,44;137,22;9,29;4,08;80,35;85,02;38,47;34,9;59,41;97,84;91,25;98,05;25,15;4,32;14,52;31,95;0,03;0,65;6,97;12,67;7,34;0,32;85,66;5,5;62,84;91,1;70,79;2,93;449,05;16,93;10,17;38,78;0,25;4,58;17,43;48,65;33,68;3;11;112;65;977,24;875,96;4;15,8;0,28;0,41;0,55;0,77;21,46;73,39;100,08;3,51;24,8;35,62;510,97
Novo Triunfo;BA;57,37;299,13;9349,89;77,14;56,7;38,26;73,21;70,79;91,99;72,56;59,67;50,79;66,71;49,63;13,15;44,29;79,89;15,73;97,38;1166,43;126,54;22,47;5,08;85,58;78,71;47,74;24,6;69,32;94,17;91,33;98,86;39,76;0;14,07;15,63;2,82;9,27;10,83;44,68;3,69;8,72;87,17;2,91;32,06;91,23;71,15;1,54;282,09;13,67;4,69;86,7;0,48;10,26;2,81;53,26;54,92;4;0;105;72;1567,94;1528,7;1;22,02;0,32;0,77;0,89;0,85;0;18,56;18,18;0,89;17,18;21,56;476,82
Ocara;CE;56,68;763,08;11377,4;69,57;59,48;40,99;83,47;50,35;86,86;57,59;76;52,48;58,93;50,52;21,96;51,86;66,49;23,66;95,03;825,11;90,41;15,38;2,38;78,82;2,37;25,09;18,75;72,3;91,18;71,99;98,03;58,62;5,45;20,41;15,51;0,15;3,53;9,6;25,53;5,41;2,18;85,98;2,66;56,82;79,2;71,25;2,28;391,7;17;7,35;63,98;1,18;8,83;1,63;55,68;43,55;8;0;107;65;2112,03;1128,19;3;15,93;0,28;0,86;0,18;0,39;0;86,62;70,14;1,62;24,91;32,06;494,12
Olinda;PE;60,14;41,3;15956,41;66,67;66,52;47,23;62,72;76,07;83,66;44,23;74,93;69,14;57,5;64,52;36,11;60,43;54,94;37,43;70,19;1117,46;141,83;14,68;7,97;86,18;48,9;97,33;56,73;73,61;69,38;83,55;97,04;104,68;4,86;36,75;4,86;0,83;0,73;7,13;24,78;4,3;3,73;100;11,25;90,64;94,23;75,16;2,69;457,58;22,13;4,06;71,92;6,81;0,99;0;53,45;4,15;3;10;117,96;55,26;1058,15;514,35;11;14,63;0,28;3,27;0,24;0,87;21,08;135,56;104,41;15,36;50,1;56,37;541,94
Olindina;BA;57,29;637,32;10567,46;69,45;57,69;44,75;68,15;61,26;89,37;59;59,03;56,17;58,22;57,34;36,08;47,87;75,56;19,47;65,17;2402,41;137,17;13,11;4,65;63,88;66,25;51,56;31,29;70,48;96,48;78,71;97,6;50,33;2,87;30,04;27,39;2,9;9,5;10,02;43,07;3,95;14,48;83,93;1,26;73,91;83,5;73,6;2,99;388,72;19,62;5,3;55,24;1,46;4,97;1,33;47,5;36,63;9;7;45,5;93;1072,33;1495,01;3;21,48;0,3;0,87;0,36;0,93;0;21,53;27,87;1,33;23,38;31,28;493,59
Oliveira dos Brejinhos;BA;52,98;3313,42;13783,59;66,34;53,12;39,47;73,66;49,15;77,16;65,38;65,95;36,73;54,36;55,44;18,07;52,13;69,46;18,23;87,83;1080,19;124,65;9,58;5,99;82,76;3,05;30,67;43,31;47,1;89,15;54,2;93,44;21,95;4,88;14,48;37,65;2,72;5,75;8,17;35,07;4,03;7,57;24,04;7,05;41,55;80,62;69,81;2,76;368,02;15,43;10,62;76;1,94;9,42;9,65;49,96;22,71;3;4;191;70;2418,2;1989,26;5;17,83;0,3;2,87;0;0;0;31,25;61,73;0,31;17,65;21,71;497,94
Orobó;PE;59,04;138,36;17902,9;67,3;67,15;42,68;78,39;33,34;84,77;72,69;82,52;63,34;59,82;62,93;18,67;47,98;73,7;30,38;81,53;709,42;144,5;11,22;2,66;32,95;20,52;32,11;52,53;27,29;92,05;90,93;96,25;15,83;0;13,76;11,46;0,17;0;5,1;14,95;5,44;1,37;100;8,5;72,08;89,74;72,19;2,16;433,22;17,99;4,59;63,08;3,63;3,05;0,92;46,46;12,89;4;0;158;54,67;1114,03;479,99;4;11,33;0,36;0,94;0,36;0,69;0;19,63;60,77;0,35;34,81;48,29;514,08
Orocó;PE;54,96;554,76;13319,79;68,75;58,53;37,61;76,19;62,54;74,19;62,07;75,19;48,9;54,51;55,51;14,8;46,1;54,45;35,09;87,72;319,58;127,69;20,56;3,49;83,33;78,83;42,49;57,02;47,12;57,91;79,03;91,93;46,35;0;39,67;23,51;1,8;0,82;5,1;16,5;3,9;4,38;43,75;14,55;73,85;75,29;70,96;2,92;362,78;18,22;5,51;86,3;0,71;4,69;3,67;52,89;24,61;2;0;83,5;57;635,8;544,53;2;21,13;0,31;1,51;0;0,57;8,14;232,49;144,17;3,25;51,67;63,54;468,52
Orós;CE;57,4;577,53;11014,38;74,27;59,55;38,38;74,78;71,84;89,57;60,9;74,37;63,01;46,86;53,96;25,6;52,3;65,97;9,67;93,01;1038,85;169,4;18,34;3,54;84,42;81,47;60,37;40,92;76,16;97,76;80,88;93,95;44,95;5;25,41;29,48;0,48;2,87;10,05;24,98;5,07;4,03;94,85;17,55;55,85;95,26;72,58;3,24;508,38;19,1;20,33;70,82;0,08;4,49;14,74;51,59;38,12;3;7;237,17;77,38;1714,01;1216,63;4;16,28;0,28;0,64;0,36;0,8;0;105,98;89,85;4,63;7,61;8,76;469,26
Ouriçangas;BA;60,1;156,98;10232,11;80,92;58;41,4;77,74;74,19;88,08;83,67;59,18;57,29;57,96;57,55;9,17;55,9;62,68;37,84;98,73;870,9;139,27;8,49;5,12;90,23;55,73;73,72;39,88;52,96;90,97;88,33;98,3;0;0;3,24;22,68;3,18;7,73;8,55;56,37;3,63;8,57;89,5;0,4;59,57;95,49;71,74;2,14;331,18;23,94;7,78;78,49;0,33;4,2;0;50,84;18,02;3;0;59;85,5;2611,61;1296,86;2;8,36;0,28;4,17;0,22;0,94;0;215,16;117,85;0;53,74;68,77;474,8
Ouricuri;PE;55,06;2381,57;11506,25;70,59;59,41;35,18;73,09;71,87;85,62;51,77;71,17;54,52;58,25;53,72;17,23;52,61;46,68;24,17;86,46;647,06;142,59;22,69;3,89;61,35;73,01;78,91;21,02;44,67;94,85;82,61;95,51;51,82;4,23;28,2;56,4;1,87;4,25;8,6;22,53;4,03;2,68;62,59;11,19;60,95;94,81;71,4;2,4;387,53;15,43;10,12;68,22;1,61;4,8;10,42;53,36;39,81;6;0;111,17;67,67;2621,53;1150,49;4;19,35;0,31;9,62;0,4;0,92;109,89;603,42;193,9;0,86;28,14;33,66;509,74
Ourolândia;BA;55,68;1544,99;14085,46;69,16;53,18;44,71;73,78;50,59;89;63,26;51,86;53,18;52,97;54,7;33,94;43,58;75,67;25,65;76,46;544,62;119,94;16,81;4,12;53,55;22,98;48,62;27,56;70,15;93,68;81,58;96,91;38,79;5,24;22,87;19,75;3,47;16,17;14,02;46,87;3,62;12,56;61,14;18,69;47,21;92,85;67,03;2,61;318,41;17,98;8,31;75;0,03;5,98;2,08;48;46,3;6;8;114,43;59,29;2055,31;1317,47;3;22,58;0,35;1,25;0,55;0,77;0;25,17;31,09;0;25,77;33,59;497,3
Pacajus;CE;54,03;250,3;18315,43;62,71;64,65;34,74;77,01;50,53;91,46;31,86;78,75;68,74;52,21;58,88;10,72;55,88;48,02;24,32;77,71;550,9;116,82;13,63;3,33;58,18;2,84;49,53;20,8;89,99;88,79;82,57;99,19;125,53;8,74;53,02;10,14;0,57;2,52;7,28;19,42;5,42;1,28;99,82;18,99;76,02;95,23;72,3;2,86;424,56;27,98;1,41;74,13;2,99;1,38;0,14;51,71;40,51;2;0;99;68,5;1675,18;857,38;6;12,4;0,29;2,15;0,27;0,84;76,92;128,95;142,23;38,43;29,05;34,34;519,19
Pacatuba;CE;57,75;133,22;14488,54;70,33;63,42;39,5;77,47;75,93;91,7;36,24;77,52;60,93;54,04;61,18;27,96;56,51;48,1;25,44;85,55;542,87;128,8;15,71;3,29;89,16;75,08;65,88;31,42;93,09;91,05;82,37;97,29;99,58;9,99;42,34;6,13;0,32;3,35;8,88;16,47;5,13;1,13;99,94;7,94;56,03;94,03;71,75;2,27;395,11;27,51;4,6;85,37;6,9;1,33;0,61;57,41;11,52;5;6;94;69;1660,45;1093,77;7;13,37;0,28;0,5;0,47;0,79;21,86;144,63;105,57;68,5;28,38;33,54;535,57
Pacoti;CE;60,29;112,43;13061,45;64,38;62,02;54,47;77,22;45,12;85,16;50,01;75,25;56,52;50,66;65,66;57,02;55,76;63,23;41,89;94,71;1356,92;153,33;23,03;2,12;53,22;27,13;29,83;28,15;70,13;80,07;79,82;97,18;78,59;8,97;25,03;8,94;0,33;5,1;7,28;28,55;5,05;1,07;97,46;0,65;48,48;93,89;71,38;3;430,24;19,53;15,64;65,15;0;1,2;2,68;43,87;0,56;14;12;109;68;1595,89;818,02;7;14,68;0,28;1,08;0,67;0,55;0;147,09;320,23;0;61,33;81,07;492,79
Pacujá;CE;62;88,36;9515,77;73,42;65,17;47,42;81,16;59,98;93,55;58,99;83,66;62,38;52,71;61,95;40,32;51,21;72,95;25,19;94,11;1290,36;132,29;9,8;2,86;73,71;30,17;53,99;30,07;81,52;97,55;87,26;98,84;25,33;10,38;16,19;25,91;0,72;1,03;4,37;7,67;5,6;0,72;99,77;8,24;64,25;92,83;69,7;2,3;450,96;24,17;4,05;66,35;0;2,23;8,1;43,66;21,24;5;10;107;57;737,26;587,91;3;18,83;0,27;0,22;0,67;0,82;0;20,76;139,41;0;28,32;31,67;534,63
Palhano;CE;55,75;436,98;10287,88;65,88;60,2;41,15;75,23;48,53;85,64;54,13;79,84;51,79;52,13;57,06;15,48;53,42;65,2;30,52;97,02;1253,2;138,55;17,99;4,46;73,82;4,08;37,52;42,31;63,89;93,91;69,08;97,66;52,63;10,7;14,98;6,42;0,1;1,82;8,83;14,93;5,72;2,65;73,96;1,52;50,76;93,76;68,35;2,12;404,88;25,93;10,7;48,61;2,81;4,59;12,84;47,89;40,75;4;0;95,6;82,5;1061,74;637,03;2;9,76;0,29;2,3;0,22;0,83;0;119,81;100,2;0;44,69;51,43;488,49
Palmácia;CE;55,57;128,9;11216,21;61,51;63,13;42,07;81,28;47,21;81,75;35,81;81,39;49,72;59,76;61,63;28,99;52,32;61,36;25,63;86,12;515,09;105,81;13,08;2,62;55,87;15,16;34,05;18,55;66,47;88,6;60,57;95,27;182,48;6,52;41,01;6,51;0,17;0,25;6,58;13,83;5,24;0,93;99,43;7,13;49,74;56,38;69,54;2,33;366,12;12,9;11,72;40,66;0;2,06;10,74;48,19;2,99;5;6;109;68;1595,89;818,02;4;16,7;0,28;0,24;0,44;0,84;0;250,2;188,43;3,55;29,69;42,98;501,23
